lat,lon,años_validos,gap,longest_run,cluster_raw,cluster,std
-35.25,300.25,36,0,36,0.0,3.0,0.4640377
-35.25,300.75,36,0,36,0.0,3.0,0.55512625
-35.25,301.25,36,0,36,0.0,3.0,0.63508624
-35.25,301.75,36,0,36,0.0,3.0,0.725039
-35.25,302.25,36,0,36,0.0,3.0,0.6447192
-34.75,116.75,36,0,36,0.0,3.0,0.56743675
-34.75,117.25,36,0,36,0.0,3.0,0.62680113
-34.75,138.75,36,0,36,0.0,3.0,0.50708413
-34.75,139.25,36,0,36,0.0,3.0,0.39647254
-34.75,139.75,36,0,36,0.0,3.0,0.1984279
-34.75,140.25,36,0,36,0.0,3.0,0.2171333
-34.75,140.75,36,0,36,0.0,3.0,0.19866657
-34.75,141.25,36,0,36,0.0,3.0,0.25257096
-34.75,143.25,36,0,36,0.0,3.0,0.20915236
-34.75,143.75,36,0,36,0.0,3.0,0.22105767
-34.75,144.25,36,0,36,0.0,3.0,0.30478555
-34.75,144.75,36,0,36,0.0,3.0,0.53809905
-34.75,145.25,36,0,36,0.0,3.0,0.5911527
-34.75,145.75,36,0,36,0.0,3.0,0.50847596
-34.75,146.25,36,0,36,0.0,3.0,0.5480047
-34.75,146.75,36,0,36,0.0,3.0,0.67582047
-34.75,147.25,36,0,36,0.0,3.0,0.7426127
-34.75,147.75,36,0,36,0.0,3.0,0.8730915
-34.75,148.25,36,0,36,0.0,3.0,0.9543288
-34.75,148.75,36,0,36,0.0,3.0,1.0135487
-34.75,149.25,36,0,36,0.0,3.0,0.9194849
-34.75,149.75,36,0,36,0.0,3.0,0.8668252
-34.75,150.25,35,1,35,0.0,3.0,0.700175
-34.75,288.25,36,0,36,0.0,3.0,0.36271605
-34.75,288.75,36,0,36,0.0,3.0,0.33933616
-34.75,289.25,36,0,36,0.0,3.0,0.36214173
-34.75,294.25,36,0,36,0.0,3.0,0.26383236
-34.75,294.75,36,0,36,0.0,3.0,0.28897414
-34.75,295.25,36,0,36,0.0,3.0,0.3864988
-34.75,295.75,36,0,36,0.0,3.0,0.47855473
-34.75,296.25,36,0,36,0.0,3.0,0.43395713
-34.75,296.75,36,0,36,0.0,3.0,0.48525104
-34.75,297.25,36,0,36,0.0,3.0,0.47225583
-34.75,297.75,36,0,36,0.0,3.0,0.46833804
-34.75,298.25,36,0,36,0.0,3.0,0.45535
-34.75,298.75,36,0,36,0.0,3.0,0.40594938
-34.75,299.25,36,0,36,0.0,3.0,0.37021086
-34.75,299.75,36,0,36,0.0,3.0,0.41808668
-34.75,300.25,36,0,36,0.0,3.0,0.539763
-34.75,300.75,36,0,36,0.0,3.0,0.62379146
-34.75,301.25,36,0,36,0.0,3.0,0.61186475
-34.25,116.25,36,0,36,0.0,3.0,0.6894432
-34.25,116.75,36,0,36,0.0,3.0,0.5939534
-34.25,117.25,36,0,36,0.0,3.0,0.5760961
-34.25,117.75,36,0,36,0.0,3.0,0.43988708
-34.25,118.25,36,0,36,0.0,3.0,0.43398726
-34.25,135.75,36,0,36,0.0,3.0,0.39451385
-34.25,138.75,36,0,36,0.0,3.0,0.4922177
-34.25,139.25,36,0,36,0.0,3.0,0.37940025
-34.25,143.75,36,0,36,0.0,3.0,0.2840551
-34.25,144.25,36,0,36,0.0,3.0,0.5261147
-34.25,144.75,36,0,36,0.0,3.0,0.6146875
-34.25,145.25,36,0,36,0.0,3.0,0.49305898
-34.25,145.75,36,0,36,0.0,3.0,0.4698815
-34.25,146.25,36,0,36,0.0,3.0,0.6107037
-34.25,146.75,36,0,36,0.0,3.0,0.616262
-34.25,147.25,36,0,36,0.0,3.0,0.7409644
-34.25,147.75,36,0,36,0.0,3.0,0.86533266
-34.25,148.25,36,0,36,0.0,3.0,1.0089563
-34.25,148.75,36,0,36,0.0,3.0,0.99793744
-34.25,149.25,36,0,36,0.0,3.0,0.9252321
-34.25,149.75,36,0,36,0.0,3.0,0.7956348
-34.25,150.25,36,0,36,0.0,3.0,0.8353162
-34.25,288.75,36,0,36,0.0,3.0,0.33561584
-34.25,289.25,36,0,36,0.0,3.0,0.3181091
-34.25,294.25,36,0,36,0.0,3.0,0.19786963
-34.25,294.75,36,0,36,0.0,3.0,0.24431375
-34.25,295.25,36,0,36,0.0,3.0,0.31908825
-34.25,295.75,36,0,36,0.0,3.0,0.3635252
-34.25,296.25,36,0,36,0.0,3.0,0.35512757
-34.25,296.75,36,0,36,0.0,3.0,0.42876574
-34.25,297.25,36,0,36,0.0,3.0,0.41818267
-34.25,297.75,36,0,36,0.0,3.0,0.4351755
-34.25,298.25,36,0,36,0.0,3.0,0.39052302
-34.25,298.75,36,0,36,0.0,3.0,0.3373006
-34.25,299.25,36,0,36,0.0,3.0,0.33198538
-34.25,299.75,36,0,36,0.0,3.0,0.3809616
-34.25,300.25,36,0,36,0.0,3.0,0.5017676
-34.25,300.75,36,0,36,0.0,3.0,0.5391083
-34.25,303.25,36,0,36,0.0,3.0,0.4713589
-34.25,303.75,36,0,36,0.0,3.0,0.46732882
-34.25,304.25,36,0,36,0.0,3.0,0.41612288
-34.25,305.25,36,0,36,0.0,3.0,0.44328928
-34.25,305.75,36,0,36,0.0,3.0,0.49314818
-33.75,24.25,36,0,36,0.0,3.0,1.2307953
-33.75,115.75,36,0,36,0.0,3.0,0.64726955
-33.75,116.25,36,0,36,0.0,3.0,0.67919266
-33.75,116.75,36,0,36,0.0,3.0,0.58422744
-33.75,117.25,36,0,36,0.0,3.0,0.5514219
-33.75,117.75,36,0,36,0.0,3.0,0.4033087
-33.75,118.25,36,0,36,0.0,3.0,0.34880033
-33.75,118.75,36,0,36,0.0,3.0,0.3553729
-33.75,119.25,36,0,36,0.0,3.0,0.40323436
-33.75,119.75,36,0,36,0.0,3.0,0.39182356
-33.75,135.75,36,0,36,0.0,3.0,0.34422022
-33.75,136.25,36,0,36,0.0,3.0,0.32624364
-33.75,138.25,36,0,36,0.0,3.0,0.40270424
-33.75,138.75,36,0,36,0.0,3.0,0.52065015
-33.75,144.75,35,1,35,0.0,3.0,0.35147342
-33.75,145.25,35,1,35,0.0,3.0,0.39291558
-33.75,145.75,36,0,36,0.0,3.0,0.3668275
-33.75,146.25,36,0,36,0.0,3.0,0.5727312
-33.75,146.75,36,0,36,0.0,3.0,0.55025166
-33.75,147.25,36,0,36,0.0,3.0,0.5764647
-33.75,147.75,36,0,36,0.0,3.0,0.7144345
-33.75,148.25,36,0,36,0.0,3.0,0.9029683
-33.75,148.75,36,0,36,0.0,3.0,0.93259615
-33.75,149.25,36,0,36,0.0,3.0,0.99311763
-33.75,149.75,36,0,36,0.0,3.0,0.93403137
-33.75,150.25,36,0,36,0.0,3.0,0.72539
-33.75,150.75,35,1,35,0.0,3.0,0.63814425
-33.75,288.75,36,0,36,0.0,3.0,0.34248132
-33.75,289.25,36,0,36,0.0,3.0,0.30131853
-33.75,293.75,36,0,36,0.0,3.0,0.1983389
-33.75,294.75,36,0,36,0.0,3.0,0.20742989
-33.75,295.25,36,0,36,0.0,3.0,0.24082191
-33.75,295.75,36,0,36,0.0,3.0,0.31909347
-33.75,296.25,36,0,36,0.0,3.0,0.3654904
